CO/STATE,RECORDED,DATE,GRANTOR,Address,CITY,GRANTEE,PRICE,TYPE,BUILT,LAND AC,IMP SF,UNITS,LAND SF,$/SF IMP,$/UNIT IMP,$/SF LAND,GARAGE,CAP RATE,NOI,EXP,EGI,OCCUP,Corner Y/N,Reg Site shape,Utilities,Location,Quality,Condition,Description,Comments
AR-CO,D6132408,11/16/2016,David J Beattie,5599 S Windemere St,Littleton,Littleton Flats LLC,3850000,Apt,1971,0.60,19938,35,26250,193.0986057,110000,146.6666667,0,0.0668,256997,116410,373407,0.9500,Y,Y,Y,3,2,2,MT Apt,Ocelot Apts 26 units have been updated.
AR-CO,D6129528,10/27/2016,GCJ2 Co,2500 S Raritan St,Englewood,LLW LLC,1200000,Ind,1976,0.68,9800,,29773,122.4489796,#DIV/0!,40.30497431,0,,,,,,Y,Y,Y,2,2,2,MT ind,Walker Sign Co owner purchase.
AR-CO,D612528,10/27/2016,Linda L Condreay,3470 S Broadway Blvd,Englewood,3470 S Broadway Investments LLC,900000,Ret,1958,0.14,5677,,6146,158.5344372,#DIV/0!,146.4367068,0,,,,,,Y,Y,Y,2,2,2,ST rest,Vacant bar restaurant.
DE-CO,2016156912,11/8/2016,ROC Redhill Kennedy Ridge Owner LLC,10700 E Dartmouth Ave,Denver,Oak Cost Properties,128400000,Apt,1980,29.40,624235,959,1280664,205.6917667,133889.4682,100.2604899,0,,,,,0.9500,Y,Y,Y,3,3,3,MT Apt,Pembrooke on the Green apts about 50% updated.
DE-CO,2016168629,12/2/2016,Denver Glen III LLC,9600 E Girard Ave,Denver,FPA5 The Glen LLC,16600000,Apt,1974,6.19,93496,156,269636,177.5477026,106410.2564,61.56438819,0,,,,,0.9500,Y,Y,Y,3,3,3,MT Apt,The Glen apartments.
DE-CO,2016090387,11/9/2016,The Captain Cook LLC,1311 Cook St,Denver,Redpeak Properties LLC,8600000,Apt,1969,0.41,33300,40,17800,258.2582583,215000,483.1460674,0,,,,,0.9500,Y,Y,Y,2,2,1,MT Apt,Captain Cook Apts 18 1BR 22 2 BR plan gut remodel.
DE-CO,2016162423,11/17/2016,Frost Family Parnership,3862 Cherry Creek N Dr,Denver,Post Apartment Homes,7000000,Lnd,1970,0.80,24647,0,34850,284.0102244,#DIV/0!,200.8608321,0,,,,,0.0000,Y,Y,Y,3,1,1,MT Apt lnd,Plan on redeveloping as apartments.
DE-CO,2016156999,11/30/2016,Lange Real Estate LLc,574 Santa Fe Dr,Denver,Zuni Capital Management LLC,4130000,Off,4231,0.36,15059,0,15743,274.2545986,#DIV/0!,262.3388173,0,,,,,0.0000,Y,Y,Y,3,2,2,MT off,Vacant bldg for lease at $21 SF NNN.
DE-CO,2016157299,11/9/2016,Clarkson Legacy Partneres LLC,961 Clarkson St,Denver,840 Cherry Parnters LLC,2930000,Apt,1965,0.14,8961,17,6250,326.9724361,172352.9412,468.8,0,,,,192831,0.9500,Y,Y,Y,2,2,2,MT Apt,Chalet Manor Apts 16 1 BR 1 2BR units.
DE-CO,2016156999,11/8/2016,2100 W Mississippi LLC,2100 W Mississippi Ave,Denver,Lam  & Ho Investments LLC,2400000,Ret,1959,2.60,32494,,113134,73.8597895,#DIV/0!,21.21378189,0,,,,,,Y,Y,Y,2,2,2,MT ret/auto,"30,471 SF lsd to Lehrers Flowers in leaseback."
DE-CO,2016157224,11/9/2016,Jet Investment IV LLC,1520-22 Blake St,Denver,Cayuga Ventures LLC,2230000,Ret,1880,0.07,6325,,2844,352.56917,#DIV/0!,784.1068917,0,,,,,,Y,Y,Y,3,3,3,ST restaurant,"Owner restaurant, with offices leased."
DE-CO,2016137885,10/4/2016,Steven A Winter,212-264 Santa Fe Dr,Denver,B&R Lawrence LLC,1900000,Lnd,1941,0.90,22578,0,39356,84.15271503,#DIV/0!,48.27726395,0,,,,,0.0000,Y,Y,Y,2,2,2,Ind Redevelop,Spec redevelopment site.
DE-CO,2016113865,8/24/2016,B&R Lawrence LLC,838 Park St,Denver,Oyster Holding II LLC,1580000,Ret,1959,0.29,1300,130,12791,1215.384615,12153.84615,123.5243531,0,,,,,,Y,Y,Y,3,3,3,MF Land,Plan 130 unit condo development.
DE-CO,20160168951,12/2/2016,Gizmo Ventures LLC,3900 Blake St,Denver,3900 Blake Street LLC,1790000,Lnd,1987,0.30,6000,,12937,298.3333333,#DIV/0!,138.3628353,0,,,,,1.0000,Y,Y,Y,3,2,2,ST Ind,Probable redevelopment site.
DE-CO,20160160535,11/10/2016,Denver Barnes LLC,999 Tejon St,Denver,Livingston Re Holdings LLC,1550000,Ind,1968,0.52,14351,,22651,108.0064107,#DIV/0!,68.42964991,0,,,,,0.2900,Y,Y,Y,3,2,2,ST Ind,Marketed for partial owner occupancy.
